rank,molport_number,smiles,combined_score,boltz_prob_mean,boltz_pred_value_mean,passes_confidence,mw,heavy_atoms,num_atoms,logp,hbd,hba,rotatable_bonds,pains
14,MolPort-000-881-260,OC(=O)c1cc(O)c(O)c(O)c1,999.0,0.3300542334715525,1.8252262671788533,False,170.11999999999998,12,12,0.5015999999999998,4,4,1,True
15,MolPort-001-739-244,CCCCCCCCCCC1C(=O)OC(C(O)=O)C1(O)C(O)=O,999.0,0.4837580025196075,-0.6634434262911478,False,330.37700000000007,23,23,1.9591,3,5,11,False
16,MolPort-000-733-857,[I-].C[N+](C)(C)CCc1ccc(O)cc1,999.0,,,False,307.175,14,14,-1.355099999999997,1,1,3,False
17,MolPort-001-742-275,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(oc4cc(O)cc(O)c4c3=O)-c3ccc(O)cc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,999.0,0.4090117712815602,1.3671294649442036,False,610.5210000000004,43,43,-2.420300000000001,10,16,7,False
18,MolPort-001-742-474,COc1ccc2c(c1)oc(-c1ccccc1)c(O)c2=O,999.0,0.4242866337299347,1.3853718241055806,False,268.26800000000003,20,20,3.174200000000002,1,4,2,False
19,MolPort-001-742-556,CC1(C)[C@@H]2CC[C@]3(C2)[C@H](CC[C@@H]3C1=C)C(O)=O,999.0,0.1974951028823852,1.7041442394256592,False,234.339,17,17,3.479700000000002,1,1,1,False
20,MolPort-001-742-637,CC(=O)OC\C=C(/C)C(=O)OC1CC2(C)OC(=CC2=O)\C(C)=C\C2OC(=O)C(=C)C12,999.0,0.4840683937072754,0.9533372521400452,False,416.4260000000002,30,30,2.0973,0,8,4,False
21,MolPort-002-506-906,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,999.0,0.0701571417351563,0.3308492600917816,False,316.48500000000007,23,23,4.515300000000004,1,2,1,False
22,MolPort-002-507-209,C[C@H]1CC[C@H]2[C@H](C)[C@H]3CC[C@]4(O)[C@@H](C[C@H]5[C@H]4C[C@H](O)[C@H]4C[C@H](O)CC[C@]54C)[C@@H]3CN2C1,999.0,0.0156568194118638,1.13117649157842,False,431.6610000000002,31,31,3.6781000000000015,3,4,0,False
23,MolPort-002-523-502,CN1CCc2c(C1)[nH]c1ccccc21,999.0,0.4759523024161656,0.6134980221589407,False,186.258,14,14,2.1558,1,1,0,True
24,MolPort-002-524-038,C[C@H]1[C@H]2[C@H](CC3[C@@H]4CC[C@H]5C[C@@H](CC[C@]5(C)C4CC(=O)[C@]23C)OC(C)=O)O[C@]11CC[C@@H](C)CO1,999.0,0.0863249426086743,1.224153995513916,False,472.6660000000004,34,34,5.543600000000006,0,5,1,False
25,MolPort-002-526-599,CO[C@H]1C[C@H](O[C@H]2CC[C@]3(C=O)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C2=CC(=O)OC2)O[C@H](C)[C@H]1O,999.0,0.1271639168262481,1.0061757763226826,False,548.6730000000005,39,39,2.4333000000000005,3,9,5,False
26,MolPort-002-528-529,C[C@]12CC[C@H]3[C@@H](CC[C@]4(O)C[C@H](CC[C@]34C=O)OC3OCC(O)C(O)C3O)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1,999.0,0.1540490935246149,0.5475832919279734,False,536.6180000000002,38,38,0.3615000000000004,5,10,4,False
27,MolPort-001-740-516,CC(CCc1ccc(O)cc1)O[C@@H]1O[C@H](CO[C@@H]2OC(CO)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,999.0,0.2123606503009796,0.9027966260910034,False,460.4760000000001,32,32,-2.0068999999999986,7,11,9,False
28,MolPort-001-740-814,C[C@]12CC[C@@H](O)C(=C)C1C[C@@H](CC2)C(=C)C(O)=O,999.0,0.2612352073192596,1.7394413948059082,False,250.338,18,18,2.760700000000001,2,2,2,False
29,MolPort-001-741-019,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)C(CCC4[C@@]5(C)[C@H]([C@H](O)C(C)(C)C5CC[C@@]34C)C(O)=O)C12)C(O)=O,999.0,0.0764520900944868,1.2003289461135864,False,486.6930000000003,35,35,6.010100000000005,3,3,3,False
30,MolPort-001-741-100,OC1COC(OCC2OC(Oc3cc(O)cc4oc(=O)cc(-c5ccc(O)c(O)c5)c34)C(O)C(O)C2O)C(O)C1O,999.0,0.4224310219287872,1.0397902727127075,False,580.4950000000003,41,41,-1.7812000000000012,9,15,6,True
31,MolPort-001-741-103,COc1cc(OC2OC(COC3OCC(O)(CO)C3O)C(O)C(O)C2O)c2c(cc(=O)oc2c1)-c1ccc(O)c(O)c1,999.0,0.3775439262390136,0.1485757827758789,False,594.5220000000003,42,42,-1.4765999999999986,8,15,8,True
32,MolPort-000-165-376,COc1cc(O)c2C(=O)CC(Oc2c1)c1ccc(O)cc1,999.0,0.3913436432679494,0.9772324760754904,False,286.283,21,21,2.812900000000001,2,5,2,False
33,MolPort-003-938-764,[Cl-].COc1cc(cc(OC)c1O)-c1[o+]c2cc(O)cc(O)c2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,999.0,,,False,528.8940000000002,36,36,-2.3024,7,11,6,False
34,MolPort-003-933-186,CCCCCCCC\C=C/CCCCCCCCCC(O)=O,999.0,0.4079566697279612,1.3073489268620808,False,310.522,22,22,6.888700000000007,1,1,17,False
35,MolPort-003-926-266,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NCc3ccccc3)ncnc12,999.0,0.2267953306436538,1.0399559537569685,False,357.37000000000006,26,26,0.0498999999999989,4,8,5,False
36,MolPort-002-534-834,CC(C)(O)CC[C@@H](O)[C@](C)(O)C1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)CC[C@]4(C)C3CC[C@]12C,999.0,0.0617477856576442,0.3549476365248362,False,464.6430000000004,33,33,2.8832000000000013,5,6,5,False
37,MolPort-002-534-172,NC(CSCc1ccccc1)C(O)=O,999.0,0.4949763119220733,0.9216087460517884,False,211.286,14,14,1.3317,2,3,5,False
38,MolPort-002-531-631,O=C1CC2=C[C@H](NCCc3c[nH]c4ccccc34)[C@@H]3C[C@@]2(O1)[C@H]1CCCCN31,999.0,0.0149464523419737,0.6327645306785902,False,377.4880000000003,28,28,2.921100000000001,2,4,4,False
39,MolPort-005-909-607,CC1(C)CCC23CC[C@]4(C)C(CCC5[C@@]6(C)CCC(O)C(C)(C)C6CC[C@@]45C)C2C1OC3=O,999.0,0.0805218840638796,1.055277367432912,False,456.7110000000002,33,33,6.764200000000008,1,3,0,False
40,MolPort-003-939-085,[Cl-].COc1cc(cc(OC)c1O)-c1[o+]c2cc(O)cc(O)c2cc1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,999.0,,,False,528.8940000000002,36,36,-2.3024,7,11,6,False
41,MolPort-005-945-255,CC(C)(O)\C=C\C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,999.0,0.0838560139139493,0.5607488751411438,False,516.6750000000004,37,37,2.9285000000000005,4,7,4,False
42,MolPort-005-945-283,CC(=O)OC\C(CC[C@@H]1C(C=O)=CC[C@@H]2C(C)(C)CCC[C@@]12C)=C\C(O)=O,999.0,0.2337768226861953,1.1080329418182373,False,376.4930000000002,27,27,4.318500000000004,1,4,7,False
43,MolPort-006-111-374,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O)C[C@@H](O)[C@]5(C)[C@H]4CC[C@]23C)O[C@]11CC[C@@H](C)CO1,999.0,0.0833146062990029,1.3055209914843242,False,430.6290000000004,31,31,4.684700000000005,2,4,0,False
44,MolPort-004-964-394,O[C@H]1CC(=O)c2c(O)ccc3-c4ccc(O)c5C(=O)CC[C@@](O)([C@H]1c23)c45,999.0,0.4848027328650157,1.711453636487325,False,352.34200000000016,26,26,1.9734,4,6,0,False
45,MolPort-005-909-647,COc1ccc(cc1OC)C(=O)O[C@H]1CC(C)=C2[C@@H](C3OC(=O)[C@@](C)(OC(=O)C=C(C)C)[C@H]13)C(C)=CC2=O,999.0,0.3151736160119374,1.3555240233739216,False,524.5660000000003,38,38,3.9043000000000014,0,9,6,False
46,MolPort-005-943-409,CC(C)c1cc2CC[C@H]3C(C)(C)CCC[C@]3(C(O)=O)c2c(O)c1O,999.0,0.2075320035219192,1.1261605819066365,False,332.44,24,24,4.316100000000005,3,3,2,True
47,MolPort-005-944-443,C\C=C(/C)C1C=CC2CC(C)CC(C)C2C1C(=O)C1=C(O)C(CC(C)(O)C(O)=O)NC1=O,999.0,0.3722586731115977,-0.3517661094665527,False,445.5560000000002,32,32,3.1585000000000005,4,5,6,False
48,MolPort-005-944-491,CCC(C)C(N1Cc2c3O[C@]4(Cc3c(O)cc2C1=O)[C@H](C)CCC1C(C)(C)[C@H](O)[C@H](O)C[C@]41C)C(O)=O,999.0,0.0629077553749084,0.6479644576708475,False,515.6470000000003,37,37,3.725100000000002,4,6,4,False
49,MolPort-019-937-239,C[C@@]12CC[C@@H]3[C@H](OC(=O)C3=C)[C@H]1C(=C)CC[C@H]2O,999.0,0.4355346858501434,0.9441213607788086,False,248.32199999999995,18,18,2.2114000000000007,1,3,0,False
50,MolPort-019-936-732,C[C@@]1(C[C@@H](O)[C@]2(O)C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C12)OC(=O)\C=C\c1ccc(O)cc1,999.0,0.2668137053648631,1.0118255615234375,False,510.4920000000001,36,36,-1.4942999999999993,7,12,6,False
51,MolPort-007-980-889,COC(=O)C12CC[C@H](C1C1CCC3[C@@]4(C)C\C(=C/c5ccccc5)C(=O)C(C)(C)C4CC[C@@]3(C)[C@]1(C)CC2)C(C)=C,999.0,0.0520168952643871,1.4643961191177368,False,556.8310000000001,41,41,9.079600000000005,0,3,3,False
52,MolPort-007-980-820,CC(C)C(O)(C(C)O)C(=O)OC[C@@H]1CC[N+]2([O-])CCC[C@@H]12,999.0,0.151692566772302,0.5384022990862528,False,301.38300000000004,21,21,0.7943999999999996,2,5,5,False
53,MolPort-007-561-877,O=C1N(CC2CCCN3CCCCC23)C(=O)c2ccccc12,999.0,0.0671204763154188,0.9068509340286256,False,298.386,22,22,2.5471000000000013,0,3,2,False
54,MolPort-019-937-322,COc1cc2oc(=O)ccc2cc1C(OC(=O)C(\C)=C/C)C(O)C(C)(C)O,999.0,0.3635556697845459,1.3661813735961914,False,376.4050000000001,27,27,2.4839000000000007,2,7,6,False
55,MolPort-020-005-780,CCCCCCCCCCCCCc1cccc(O)c1C(O)=O,999.0,0.5182292560736338,0.3402514954408009,False,320.473,23,23,5.943900000000006,2,2,13,False
56,MolPort-020-005-858,C1Oc2ccc(O[C@H]3OC[C@H]4[C@@H]3CO[C@@H]4c3ccc4OCOc4c3)cc2O1,999.0,0.2107477138439814,1.200326879819234,False,370.35700000000014,27,27,2.883000000000001,0,7,3,False
57,MolPort-021-804-684,Cc1coc2C\C(C)=C\CC[C@]3(C)O[C@H]3C(=O)c12,999.0,0.3661324083805084,0.8701518972714742,False,246.30599999999995,18,18,3.210820000000002,0,3,0,False
58,MolPort-020-006-013,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O,999.0,0.0733542889356613,1.3225043217341106,False,488.70900000000034,35,35,5.1768000000000045,4,4,2,False
59,MolPort-020-005-946,C[C@H](C[C@H](OC(C)=O)[C@H]1OC1(C)C)C1=C2C[C@H](O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1,999.0,0.0674291464189688,0.2645906507968902,False,514.7470000000004,37,37,6.410900000000008,1,5,5,False
60,MolPort-020-005-933,CC(C)=CCCC(=C)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]21C,999.0,0.0513687102744976,0.5482419530550638,False,604.869,43,43,5.130000000000004,5,7,7,False
61,MolPort-028-610-134,CC(O)C(C)\C=C(/C)CCC(O)Cc1cc(O)c(C)c(=O)o1,999.0,0.3929604788621266,0.8032526771227518,False,310.39000000000004,22,22,2.3006200000000003,3,5,7,False
62,MolPort-023-220-661,OC(C(O)C(O)=O)C(O)=O.CCC1=C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@](C2)([C@@H]13)C(=O)OC,999.0,,,False,486.5210000000003,35,35,1.0526999999999995,5,7,5,False
63,MolPort-029-887-062,C[C@H]1C[C@@H]2OC(=O)[C@@H](CO)[C@@H]2[C@@H]1CO,999.0,0.5438388586044312,1.1584670742352805,False,200.234,14,14,-0.2152000000000001,2,4,2,False
64,MolPort-001-739-307,C\C=C\C=C\C(=O)C1=C(O)C2(C)C3C(C(=O)\C=C\C=C\C)=C(O)[C@]4(C)C1[C@]1(C)O[C@@]4(O)[C@@]3(C)O[C@]21O,999.0,,,False,496.5560000000003,36,36,3.254200000000002,4,8,6,False
65,MolPort-028-754-126,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC=C2[C@@H]3C[C@@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O,999.0,0.0410800216098626,0.9991607069969176,False,456.7110000000004,33,33,7.233600000000008,2,2,1,False
66,MolPort-029-943-145,Cc1oc(=O)ccc1CCCC(O)=O,999.0,0.5248143176237742,1.7839386065800984,False,196.202,14,14,1.35552,1,3,4,False
67,MolPort-035-705-726,COc1cnc(C=C)c2[nH]c3c(O)cccc3c12,999.0,0.5113154649734497,0.5770534376303355,False,240.262,18,18,3.073300000000001,2,3,2,False
68,MolPort-035-705-662,COC(=O)N1c2ccccc2[C@]23CC(=O)C[C@@]4(CCCN(C=O)[C@H]24)CC[C@]13C(=O)OC,999.0,0.1141495530803998,2.008501132329305,False,426.4690000000002,31,31,2.1865,0,6,2,False
69,MolPort-035-705-856,CC(=O)O[C@@H](CC1=C(O)C(=O)OC1)[C@]1(C)[C@H]2CCC=C(C)[C@]2(C)[C@@H](OC(=O)c2cccnc2)[C@H](O)[C@]1(C)O,999.0,0.1342638880014419,1.2961602608362834,False,529.5860000000002,38,38,2.792100000000002,3,10,6,False
70,MolPort-035-706-063,COc1cc(\C=C\CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2[C@@H](CO)[C@@H](Oc12)c1ccc(OC)c(OC)c1,999.0,0.1323312632739544,0.780138740936915,False,534.5580000000003,38,38,0.7516999999999987,5,11,10,False
71,MolPort-035-706-067,COc1cc(ccc1O)[C@H](O)[C@@H](COC(=O)\C=C\c1ccc(O)cc1)Oc1c(OC)cc(\C=C\COC(=O)\C=C\c2ccc(O)cc2)cc1OC,999.0,0.287245899438858,0.1430842926104863,False,698.7210000000002,51,51,5.836600000000006,4,12,16,False
72,MolPort-035-705-811,CC(C)(O)[C@@H](COc1c2occc2cc2ccc(=O)oc12)OC(C)(C)[C@H](O)COc1c2occc2cc2ccc(=O)oc12,999.0,0.1245771273970604,1.0229793787002563,False,590.5810000000004,43,43,5.145200000000005,2,11,10,False
73,MolPort-035-706-238,CC(=O)O[C@@H]1C\C(C)=C\CC\C(C)=C\[C@H]2OC(=O)C(=C)[C@H]12,999.0,0.3125522832075755,0.1410564631223678,False,290.35900000000004,21,21,3.0924000000000014,0,4,1,False
74,MolPort-035-706-324,CC(C)[C@H]1CC[C@H]2[C@@]1(C)CC[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]21C,999.0,0.0489837533483902,1.3283998568852742,False,426.7290000000002,31,31,8.02480000000001,1,1,1,False
75,MolPort-035-706-378,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC(=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,999.0,0.0842330083250999,1.397910714149475,False,440.6680000000003,32,32,6.907600000000007,1,2,2,False
76,MolPort-035-706-518,C[C@@H](O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,999.0,0.1195465698838234,0.4871681928634643,False,328.4520000000001,24,24,3.4703000000000026,1,3,1,False
77,MolPort-039-052-268,C[C@@]12C[C@@]3(O)OC(O1)[C@]1(COC(=O)c4ccccc4)[C@H]3C[C@]21O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,999.0,0.2155650407075882,1.4021114905675252,False,480.4660000000002,34,34,-1.3574999999999986,5,11,6,False
78,MolPort-039-052-291,COc1c2OCOc2cc2C[C@H](C)[C@H](C)Cc3cc4OCOc4c(OC)c3-c12,999.0,0.1244474972287813,1.966822346051534,False,384.4280000000002,28,28,4.199000000000003,0,6,2,False
79,MolPort-039-052-320,C[C@@H]1CC[C@@]2(O)C(C)(C)[C@@H]3CC[C@@]2(C)[C@H]1C3,999.0,0.1037287041544914,1.400898665189743,False,222.372,16,16,3.6098000000000026,1,1,0,False
80,MolPort-035-706-094,OCC[C@@]1(O)CC[C@H](O)CC1,999.0,0.5660342574119568,1.1014276544253032,False,160.21299999999997,11,11,0.0347999999999997,3,3,2,False
81,MolPort-039-142-006,CC(C)=CCc1c(O)cc(O)c2C(=O)[C@H](O)[C@H](Oc12)c1ccccc1,999.0,0.4318647980690002,0.9264155824979148,False,340.37500000000006,25,25,3.283800000000002,3,5,3,False
82,MolPort-039-338-249,COc1c2C[C@@H](COc2cc2OC(C)(C)C=Cc12)c1ccc(O)cc1O,999.0,0.1883166382710139,0.1784108877182006,False,354.40200000000004,26,26,4.009300000000005,2,5,2,False
83,MolPort-039-338-250,CC(=O)O[C@@H]([C@@H](O)[C@H]1CC=CC(=O)O1)c1ccccc1,999.0,0.586667666832606,1.019149641195933,False,276.28799999999995,20,20,1.5234,1,5,4,False
84,MolPort-039-338-313,C[C@@]12CCC[C@](C)([C@H]1CC[C@@]13C[C@@H](CC[C@@H]21)C(CO)=C3)C(O)=O,999.0,0.1351118211944898,0.4628779590129852,False,318.457,23,23,4.012500000000003,2,2,2,False
85,MolPort-039-338-352,C\C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OC[C@H]2CCN3CC[C@@H](OC1=O)[C@@H]23,999.0,0.0596046261489391,1.184342583020528,False,337.41600000000005,24,24,1.2727,1,6,0,False
86,MolPort-039-338-353,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O,999.0,0.063621321072181,1.030608316262563,False,472.7100000000003,34,34,6.204400000000006,3,3,1,False
87,MolPort-039-338-489,C[C@@H]1C[C@@H]2[C@H](C3C=C(C)[C@@H](OC(=O)c4ccccc4)[C@]4(O)[C@@H](OC(C)=O)C(C)=CC14C3=O)C2(C)C,999.0,0.0866603317360083,0.6634110808372498,False,478.5850000000003,35,35,4.278300000000003,1,6,3,False
88,MolPort-039-338-554,COc1cc(O)c(cc1C\C=C(/C)CCC=C(C)C)-c1cc2ccc(O)cc2o1,999.0,0.2362760305404663,1.3006142377853394,False,392.4950000000001,29,29,6.754800000000007,2,4,7,False
89,MolPort-039-338-579,CC(C)=CCC\C(C)=C\Cc1c(O)ccc(C2CC(=O)c3c(O)cc(O)cc3O2)c1O,999.0,0.2872569461663564,0.0350449010729789,False,424.49300000000017,31,31,5.450700000000007,4,6,6,False
90,MolPort-039-338-682,COC(=O)[C@@]1(O)C[C@@H](O)[C@H](O)[C@@H](C1)OC(=O)\C=C\c1ccc(O)c(OC)c1,999.0,0.5620647470156351,0.7948604126771291,False,382.3650000000001,27,27,-0.2545000000000008,4,9,5,False
91,MolPort-039-338-702,CC(C)=CCCC1(C)Oc2c(ccc(O)c2C=C1)-c1oc2cc(O)cc(O)c2c(=O)c1CC=C(C)C,999.0,0.2314658015966415,0.9755536913871764,False,488.5800000000003,36,36,6.996200000000008,3,6,6,False
92,MolPort-039-338-729,CCCCCC(CC(CCc1ccc(O)c(OC)c1)OC(C)=O)OC(C)=O,999.0,0.1886707246303558,1.3516801595687866,False,380.48100000000017,27,27,4.167200000000004,1,6,12,False
93,MolPort-039-338-857,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](OC(=O)\C=C/c6ccc(O)cc6)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O,999.0,0.0571468013028303,1.3125919302304585,False,618.8550000000001,45,45,8.17430000000001,3,5,4,False
94,MolPort-039-338-907,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1C=CCC2(C)C,999.0,0.3343577980995178,0.9312047759691874,False,294.35,22,22,3.523900000000002,0,3,0,True
95,MolPort-039-338-931,COc1cc2[C@H](OC(=O)c3ccccc3)[C@@H](C)[C@@H](C)Cc3cc4OCOc4c(OC)c3-c2c(OC)c1OC,999.0,0.1580366144577662,1.1606733401616414,False,520.5780000000004,38,38,5.843100000000007,0,8,6,False
96,MolPort-039-052-623,COc1c(O)c2CCCC[C@@H](O)CCc3ccc(O)c(c3)-c(c2)c1OC,999.0,0.222927118341128,1.7416507005691528,False,358.4340000000001,26,26,3.8019000000000034,3,5,2,False
97,MolPort-039-338-941,CC(C)=CCC[C@]1(C)Oc2c(CC=C(C)C)c3O[C@@]45C6C[C@@H]([C@H](O)[C@H]4C(=O)c3c(O)c2C=C1)C(=O)C5(C\C=C(/C)C(O)=O)OC6(C)C,999.0,0.3275848577419917,0.4523335993289947,False,646.7770000000003,47,47,6.290000000000008,3,8,8,False
98,MolPort-044-181-074,COC(=O)[C@@H]1C[C@]23CCCN4CC[C@]5([C@H]24)c2ccccc2N(C(C)=O)[C@]15CC3,999.0,0.0492017269134521,1.3181225260098774,False,380.48800000000017,28,28,2.8709000000000016,0,4,1,False
99,MolPort-044-637-532,CC(C)C12CCC(C)(O1)C(CC\C(C)=C/CC\C(C)=C\C2)OC(C)=O,999.0,0.0700701636572678,1.7325268189112346,False,348.5270000000001,25,25,5.738700000000006,0,3,2,False
100,MolPort-044-754-125,COc1cc2O[C@]3(Oc4cc(O)c(C)c(OC)c4[C@H](C3O)c2c2O[C@@H](CCc12)c1ccccc1)c1ccccc1,999.0,0.1288071100910504,0.1955683827400207,False,538.5960000000003,40,40,5.914720000000006,2,7,4,False
